id,kind,src,video,poem,type,work,title,prompt
P121_a-building_19,image,cut/out/thumbs/P121_a-building_19.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_19,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_20,image,cut/out/thumbs/P121_a-building_20.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_20,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_the-sky_0,image,cut/out/thumbs/P121_the-sky_0.webp,,01 OUT OF LIFE,the sky,archive · cut-outs,P121_the-sky_0,"""the sky"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-person_0,image,cut/out/thumbs/P122_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P122_a-person_0,"""a person"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-person-in-mid-air_0,image,cut/out/thumbs/P122_a-person-in-mid-air_0.webp,,01 OUT OF LIFE,a person in mid-air,archive · cut-outs,P122_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_0,image,cut/out/thumbs/P122_a-window_0.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_0,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_4,image,cut/out/thumbs/P122_a-window_4.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_4,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_6,image,cut/out/thumbs/P122_a-window_6.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_6,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_9,image,cut/out/thumbs/P122_a-window_9.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_9,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_12,image,cut/out/thumbs/P122_a-window_12.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_12,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_15,image,cut/out/thumbs/P122_a-window_15.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_15,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_16,image,cut/out/thumbs/P122_a-window_16.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_16,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-window_18,image,cut/out/thumbs/P122_a-window_18.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P122_a-window_18,"""a window"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-door_0,image,cut/out/thumbs/P122_a-door_0.webp,,01 OUT OF LIFE,a door,archive · cut-outs,P122_a-door_0,"""a door"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_1,image,cut/out/thumbs/P122_a-light_1.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_1,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_2,image,cut/out/thumbs/P122_a-light_2.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_2,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_3,image,cut/out/thumbs/P122_a-light_3.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_3,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_5,image,cut/out/thumbs/P122_a-light_5.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_5,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_6,image,cut/out/thumbs/P122_a-light_6.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_6,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_9,image,cut/out/thumbs/P122_a-light_9.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_9,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_10,image,cut/out/thumbs/P122_a-light_10.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_10,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_11,image,cut/out/thumbs/P122_a-light_11.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_11,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_13,image,cut/out/thumbs/P122_a-light_13.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_13,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_15,image,cut/out/thumbs/P122_a-light_15.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_15,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_16,image,cut/out/thumbs/P122_a-light_16.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_16,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_20,image,cut/out/thumbs/P122_a-light_20.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_20,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-light_21,image,cut/out/thumbs/P122_a-light_21.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P122_a-light_21,"""a light"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_0,image,cut/out/thumbs/P122_a-neon-sign_0.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_0,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_1,image,cut/out/thumbs/P122_a-neon-sign_1.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_1,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_3,image,cut/out/thumbs/P122_a-neon-sign_3.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_3,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_4,image,cut/out/thumbs/P122_a-neon-sign_4.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_4,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_6,image,cut/out/thumbs/P122_a-neon-sign_6.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_6,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_7,image,cut/out/thumbs/P122_a-neon-sign_7.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_7,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_8,image,cut/out/thumbs/P122_a-neon-sign_8.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_8,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_10,image,cut/out/thumbs/P122_a-neon-sign_10.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_10,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-neon-sign_11,image,cut/out/thumbs/P122_a-neon-sign_11.webp,,01 OUT OF LIFE,a neon sign,archive · cut-outs,P122_a-neon-sign_11,"""a neon sign"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_0,image,cut/out/thumbs/P122_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_0,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_1,image,cut/out/thumbs/P122_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_1,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_2,image,cut/out/thumbs/P122_a-wall_2.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_2,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_3,image,cut/out/thumbs/P122_a-wall_3.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_3,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_4,image,cut/out/thumbs/P122_a-wall_4.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_4,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_5,image,cut/out/thumbs/P122_a-wall_5.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_5,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_6,image,cut/out/thumbs/P122_a-wall_6.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_6,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_7,image,cut/out/thumbs/P122_a-wall_7.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_7,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_8,image,cut/out/thumbs/P122_a-wall_8.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_8,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-wall_9,image,cut/out/thumbs/P122_a-wall_9.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P122_a-wall_9,"""a wall"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-road_0,image,cut/out/thumbs/P122_a-road_0.webp,,01 OUT OF LIFE,a road,archive · cut-outs,P122_a-road_0,"""a road"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-building_0,image,cut/out/thumbs/P122_a-building_0.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P122_a-building_0,"""a building"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-building_1,image,cut/out/thumbs/P122_a-building_1.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P122_a-building_1,"""a building"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P122_a-building_2,image,cut/out/thumbs/P122_a-building_2.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P122_a-building_2,"""a building"" — cut from P122. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
